Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
9/15/2023 8:00,22.01,30.19,20,0.18,Reduce HVAC cooling to save energy.,0.2
9/15/2023 9:00,23.98,17.62,63,0.25,Shift heavy operations to off-peak hours.,0.42
9/15/2023 10:00,7.95,28.01,128,0.25,Shift heavy operations to off-peak hours.,0.14
9/15/2023 11:00,7.66,26.85,128,0.16,No action needed,0
9/15/2023 12:00,13.6,32.65,110,0.14,No action needed,0
9/15/2023 13:00,22.51,24.35,58,0.19,Investigate devices left on overnight.,0.17
9/15/2023 14:00,19.4,15.87,61,0.17,No action needed,0
9/15/2023 15:00,17.81,23.03,138,0.15,No action needed,0
9/15/2023 16:00,14.61,30.18,73,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.4
9/15/2023 17:00,11.11,27.57,141,0.15,Investigate devices left on overnight.,0.07
9/15/2023 18:00,5.49,16.98,150,0.23,Shift heavy operations to off-peak hours.,0.09
9/15/2023 19:00,10.02,28.95,134,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.32
9/15/2023 20:00,10.74,30.7,93,0.17,Investigate devices left on overnight.,0.07
9/15/2023 21:00,5.61,23.17,95,0.29,Shift heavy operations to off-peak hours.,0.11
9/15/2023 22:00,13.47,34.1,87,0.27,Shift heavy operations to off-peak hours.,0.25
9/15/2023 23:00,8.61,31.53,144,0.21,Shift heavy operations to off-peak hours.,0.13
9/16/2023 0:00,6.61,27.9,81,0.12,No action needed,0
9/16/2023 1:00,17.27,22.7,144,0.22,Shift heavy operations to off-peak hours.,0.27
9/16/2023 2:00,9.12,15.55,120,0.2,No action needed,0
9/16/2023 3:00,11.89,24.62,37,0.13,No action needed,0
9/16/2023 4:00,18.35,31.86,85,0.12,Investigate devices left on overnight.,0.09
9/16/2023 5:00,18.67,21.63,101,0.3,Shift heavy operations to off-peak hours.,0.39
9/16/2023 6:00,13.16,26.99,131,0.15,No action needed,0
9/16/2023 7:00,20.16,20.97,53,0.13,No action needed,0
9/16/2023 8:00,5.39,22.84,130,0.14,No action needed,0
9/16/2023 9:00,6.39,19.3,101,0.26,Shift heavy operations to off-peak hours.,0.12
9/16/2023 10:00,15.32,17.13,17,0.15,No action needed,0
9/16/2023 11:00,5.79,18.64,148,0.14,No action needed,0
9/16/2023 12:00,11.16,25.42,62,0.13,No action needed,0
9/16/2023 13:00,19.84,32.41,84,0.27,Shift heavy operations to off-peak hours.,0.37
9/16/2023 14:00,21.65,23.74,114,0.13,No action needed,0
9/16/2023 15:00,7.79,16.14,35,0.14,No action needed,0
9/16/2023 16:00,22.29,18.75,137,0.11,No action needed,0
9/16/2023 17:00,24.36,29.43,139,0.11,Reduce HVAC cooling to save energy.,0.13
9/16/2023 18:00,23.68,30.08,39,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.77
9/16/2023 19:00,5.42,34.3,103,0.27,Shift heavy operations to off-peak hours.,0.1
9/16/2023 20:00,8.43,20.05,115,0.23,Shift heavy operations to off-peak hours.,0.14
9/16/2023 21:00,8.09,29.59,149,0.25,Shift heavy operations to off-peak hours.,0.14
9/16/2023 22:00,13.68,18.39,24,0.14,Investigate devices left on overnight.,0.08
9/16/2023 23:00,20.67,18.26,26,0.21,Shift heavy operations to off-peak hours.,0.3
9/17/2023 0:00,7.64,18.13,62,0.18,No action needed,0
9/17/2023 1:00,11.09,26.68,50,0.28,Shift heavy operations to off-peak hours.,0.22
9/17/2023 2:00,15.27,29.28,115,0.14,No action needed,0
9/17/2023 3:00,18.8,26.96,49,0.19,No action needed,0
9/17/2023 4:00,20.67,18.22,58,0.13,No action needed,0
9/17/2023 5:00,6.81,26.97,95,0.14,No action needed,0
9/17/2023 6:00,12.31,18.29,25,0.2,No action needed,0
9/17/2023 7:00,23.17,15.86,59,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.61
9/17/2023 8:00,8.54,33.73,114,0.12,No action needed,0
9/17/2023 9:00,19.83,15.74,94,0.25,Shift heavy operations to off-peak hours.,0.35
9/17/2023 10:00,15.08,32.8,50,0.25,Shift heavy operations to off-peak hours.,0.26
9/17/2023 11:00,18.96,26.8,140,0.22,Shift heavy operations to off-peak hours.,0.29
9/17/2023 12:00,23.35,24.32,12,0.17,No action needed,0
9/17/2023 13:00,17.8,28.61,48,0.21,Shift heavy operations to off-peak hours.,0.26
9/17/2023 14:00,9.81,25.23,28,0.28,Shift heavy operations to off-peak hours.,0.19
9/17/2023 15:00,18.37,32.34,14,0.3,Shift heavy operations to off-peak hours.,0.39
9/17/2023 16:00,17.62,34.19,34,0.1,Investigate devices left on overnight.,0.07
9/17/2023 17:00,19.82,19.42,42,0.23,Shift heavy operations to off-peak hours.,0.32
9/17/2023 18:00,13.24,16.69,150,0.12,No action needed,0
9/17/2023 19:00,6.93,26.19,102,0.27,Shift heavy operations to off-peak hours.,0.13
9/17/2023 20:00,7.67,27.3,118,0.3,Shift heavy operations to off-peak hours.,0.16
9/17/2023 21:00,21.85,30.82,42,0.18,Reduce HVAC cooling to save energy.,0.2
9/17/2023 22:00,20.08,27.17,58,0.13,Reduce HVAC cooling to save energy.,0.13
9/17/2023 23:00,12.55,30.57,124,0.24,Shift heavy operations to off-peak hours.,0.21
9/18/2023 0:00,19.63,22.54,32,0.19,No action needed,0
9/18/2023 1:00,6.42,16.91,59,0.22,Shift heavy operations to off-peak hours.,0.1
9/18/2023 2:00,19.94,26.88,65,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.48
9/18/2023 3:00,11.14,34.93,32,0.28,Shift heavy operations to off-peak hours.,0.22
9/18/2023 4:00,23.86,24.81,123,0.17,No action needed,0
9/18/2023 5:00,7.19,17.21,140,0.26,Shift heavy operations to off-peak hours.,0.13
9/18/2023 6:00,6.12,32.27,82,0.24,Shift heavy operations to off-peak hours.,0.1
9/18/2023 7:00,21.43,18.2,64,0.15,No action needed,0
9/18/2023 8:00,21.96,22.03,132,0.11,No action needed,0
9/18/2023 9:00,14.41,31.7,60,0.17,No action needed,0
9/18/2023 10:00,5.9,17.91,75,0.12,No action needed,0
9/18/2023 11:00,14.82,22.51,90,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.47
9/18/2023 12:00,21.45,29.77,95,0.1,Reduce HVAC cooling to save energy.,0.11
9/18/2023 13:00,5.88,30.34,144,0.27,Shift heavy operations to off-peak hours.,0.11
9/18/2023 14:00,19.12,22.85,35,0.29,Shift heavy operations to off-peak hours.,0.39
9/18/2023 15:00,23.24,21.76,98,0.15,No action needed,0
9/18/2023 16:00,23.9,26.02,76,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.72
9/18/2023 17:00,23.01,23.39,38,0.14,No action needed,0
9/18/2023 18:00,21.64,34.12,58,0.2,Reduce HVAC cooling to save energy.,0.22
9/18/2023 19:00,8.33,28,32,0.19,No action needed,0
9/18/2023 20:00,8.51,19.69,122,0.13,No action needed,0
9/18/2023 21:00,19.68,26.33,120,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.63
9/18/2023 22:00,15.39,16.31,125,0.22,Shift heavy operations to off-peak hours.,0.24
9/18/2023 23:00,15.06,29.43,23,0.23,Shift heavy operations to off-peak hours.,0.24
9/19/2023 0:00,5.6,31.63,43,0.24,Shift heavy operations to off-peak hours.,0.09
9/19/2023 1:00,5.69,28.36,63,0.22,Shift heavy operations to off-peak hours.,0.09
9/19/2023 2:00,7.86,32.33,116,0.1,No action needed,0
9/19/2023 3:00,17.46,27.41,121,0.19,Investigate devices left on overnight.,0.13
9/19/2023 4:00,10.73,29.16,23,0.23,Shift heavy operations to off-peak hours.,0.17
9/19/2023 5:00,19.96,28.85,85,0.19,No action needed,0
9/19/2023 6:00,21.41,21.17,87,0.25,Shift heavy operations to off-peak hours.,0.37
9/19/2023 7:00,11.75,34.28,110,0.23,Shift heavy operations to off-peak hours.,0.19
9/19/2023 8:00,18.96,32.51,84,0.22,Shift heavy operations to off-peak hours.,0.29
9/19/2023 9:00,13.65,21.2,43,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.41
9/19/2023 10:00,15.12,26.88,103,0.3,Shift heavy operations to off-peak hours.,0.32
9/19/2023 11:00,7.08,21.58,74,0.13,No action needed,0
9/19/2023 12:00,12.4,16.06,63,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
9/19/2023 13:00,18.67,22.71,72,0.27,Shift heavy operations to off-peak hours.,0.35
9/19/2023 14:00,18.05,25.85,139,0.28,Shift heavy operations to off-peak hours.,0.35
9/19/2023 15:00,6.23,34.17,19,0.12,No action needed,0
9/19/2023 16:00,8.51,15.3,41,0.12,No action needed,0
9/19/2023 17:00,5.54,26.19,129,0.13,No action needed,0
9/19/2023 18:00,13.3,17.62,85,0.16,No action needed,0
9/19/2023 19:00,13.21,22.76,44,0.2,No action needed,0
9/19/2023 20:00,23.95,33.98,50,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.72
9/19/2023 21:00,16.98,25.76,30,0.25,Shift heavy operations to off-peak hours.,0.3
9/19/2023 22:00,17.11,34,64,0.23,Shift heavy operations to off-peak hours.,0.28
9/19/2023 23:00,20.23,22.8,90,0.15,No action needed,0
9/20/2023 0:00,20.27,22.29,120,0.14,Investigate devices left on overnight.,0.11
9/20/2023 1:00,15.71,19.09,132,0.16,No action needed,0
9/20/2023 2:00,7.55,16.35,142,0.22,Shift heavy operations to off-peak hours.,0.12
9/20/2023 3:00,22.24,31,27,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.59
9/20/2023 4:00,9.75,32.75,15,0.23,Shift heavy operations to off-peak hours.,0.16
9/20/2023 5:00,20.99,29,143,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
9/20/2023 6:00,22.12,29.64,112,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.61
9/20/2023 7:00,14.84,15.21,137,0.17,No action needed,0
9/20/2023 8:00,15.7,27.84,147,0.15,Investigate devices left on overnight.,0.09
9/20/2023 9:00,18.07,21.02,118,0.14,No action needed,0
9/20/2023 10:00,9.2,25.43,116,0.13,No action needed,0
9/20/2023 11:00,7.34,31.6,107,0.14,No action needed,0
9/20/2023 12:00,16.88,15.53,40,0.11,No action needed,0
9/20/2023 13:00,8.17,16.52,88,0.29,Shift heavy operations to off-peak hours.,0.17
9/20/2023 14:00,23.81,30.18,95,0.12,Reduce HVAC cooling to save energy.,0.14
9/20/2023 15:00,18.34,30.46,53,0.2,No action needed,0
9/20/2023 16:00,8.91,33.35,97,0.25,Shift heavy operations to off-peak hours.,0.16
9/20/2023 17:00,16.49,32.23,126,0.24,Shift heavy operations to off-peak hours.,0.28
9/20/2023 18:00,19.22,22.93,77,0.19,Investigate devices left on overnight.,0.15
9/20/2023 19:00,14.18,23.15,38,0.25,Shift heavy operations to off-peak hours.,0.25
9/20/2023 20:00,18.51,25.04,131,0.25,Shift heavy operations to off-peak hours.,0.32
9/20/2023 21:00,9.91,34.17,108,0.22,Shift heavy operations to off-peak hours.,0.15
9/20/2023 22:00,9.44,28.97,143,0.18,No action needed,0
9/20/2023 23:00,18.73,33.61,34,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
9/21/2023 0:00,12.4,20.7,78,0.26,Shift heavy operations to off-peak hours.,0.23
9/21/2023 1:00,9.01,27.03,114,0.15,No action needed,0
9/21/2023 2:00,6.69,18.93,75,0.12,No action needed,0
9/21/2023 3:00,17.54,34.53,87,0.28,Shift heavy operations to off-peak hours.,0.34
9/21/2023 4:00,18.69,15.15,16,0.13,No action needed,0
9/21/2023 5:00,19.23,16.58,103,0.18,No action needed,0
9/21/2023 6:00,10.33,17.52,56,0.16,No action needed,0
9/21/2023 7:00,14.18,16.22,99,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.33
9/21/2023 8:00,13.84,33.1,92,0.15,Investigate devices left on overnight.,0.08
9/21/2023 9:00,13.64,19.56,39,0.15,No action needed,0
9/21/2023 10:00,20.06,23.29,94,0.11,Investigate devices left on overnight.,0.09
9/21/2023 11:00,24.52,32.41,34,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.82
9/21/2023 12:00,12.88,29.1,82,0.29,Shift heavy operations to off-peak hours.,0.26
9/21/2023 13:00,20.08,23.64,71,0.27,Shift heavy operations to off-peak hours.,0.38
9/21/2023 14:00,16,25.43,87,0.22,Shift heavy operations to off-peak hours.,0.25
9/21/2023 15:00,8.24,19.47,53,0.12,No action needed,0
9/21/2023 16:00,20.92,29.77,34,0.12,Reduce HVAC cooling to save energy.,0.13
9/21/2023 17:00,17.03,17.43,111,0.21,Shift heavy operations to off-peak hours.,0.25
9/21/2023 18:00,24.43,32.9,109,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.64
9/21/2023 19:00,17.48,16.72,52,0.18,No action needed,0
9/21/2023 20:00,20.4,21.68,8,0.11,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.16
9/21/2023 21:00,5.04,19.3,20,0.1,No action needed,0
9/21/2023 22:00,16.35,33.41,82,0.3,Shift heavy operations to off-peak hours.,0.34
9/21/2023 23:00,20.25,24.41,130,0.19,No action needed,0
9/22/2023 0:00,5.35,15.12,132,0.28,Shift heavy operations to off-peak hours.,0.1
9/22/2023 1:00,11.65,17.18,6,0.26,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.3
9/22/2023 2:00,8.92,28.38,35,0.15,No action needed,0
9/22/2023 3:00,6.38,22.1,118,0.27,Shift heavy operations to off-peak hours.,0.12
9/22/2023 4:00,13.43,19.5,47,0.24,Shift heavy operations to off-peak hours.,0.23
9/22/2023 5:00,10.38,24.83,108,0.26,Shift heavy operations to off-peak hours.,0.19
9/22/2023 6:00,18.62,34.57,135,0.26,Shift heavy operations to off-peak hours.,0.34
9/22/2023 7:00,8.72,27.5,55,0.24,Shift heavy operations to off-peak hours.,0.15
9/22/2023 8:00,11.5,21.1,50,0.14,No action needed,0
9/22/2023 9:00,19.52,28.49,71,0.12,No action needed,0
9/22/2023 10:00,17.84,23.58,81,0.28,Shift heavy operations to off-peak hours.,0.35
9/22/2023 11:00,21.02,25.81,91,0.11,Reduce HVAC cooling to save energy.,0.12
9/22/2023 12:00,20.6,22.11,21,0.19,No action needed,0
9/22/2023 13:00,5.08,18.65,131,0.15,No action needed,0
9/22/2023 14:00,7.49,19.46,106,0.12,No action needed,0
9/22/2023 15:00,12.07,18.73,116,0.22,Shift heavy operations to off-peak hours.,0.19
9/22/2023 16:00,5.07,18.11,92,0.12,No action needed,0
9/22/2023 17:00,7.73,27.06,49,0.3,Shift heavy operations to off-peak hours.,0.16
9/22/2023 18:00,9.24,20.67,79,0.15,No action needed,0
9/22/2023 19:00,5.79,34.17,95,0.22,Shift heavy operations to off-peak hours.,0.09
9/22/2023 20:00,19.72,29.62,123,0.18,No action needed,0
9/22/2023 21:00,8.52,18.77,128,0.12,No action needed,0
9/22/2023 22:00,8.8,27.68,87,0.15,No action needed,0
9/22/2023 23:00,24.53,24.97,44,0.18,No action needed,0
9/23/2023 0:00,15.73,16.12,142,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.43
9/23/2023 1:00,24.33,22.57,20,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.78
9/23/2023 2:00,24.23,17.58,107,0.23,Shift heavy operations to off-peak hours.,0.39
9/23/2023 3:00,17.01,31.78,146,0.16,Investigate devices left on overnight.,0.11
9/23/2023 4:00,17.66,33.83,12,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
9/23/2023 5:00,16.16,24.13,123,0.13,No action needed,0
9/23/2023 6:00,18.25,30.37,14,0.24,Shift heavy operations to off-peak hours.,0.31
9/23/2023 7:00,22.2,26.21,122,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.61
9/23/2023 8:00,13.63,24.09,13,0.12,No action needed,0
9/23/2023 9:00,5.65,26.5,56,0.18,No action needed,0
9/23/2023 10:00,17.93,25.65,37,0.17,No action needed,0
9/23/2023 11:00,19.2,27.4,102,0.25,Shift heavy operations to off-peak hours.,0.34
9/23/2023 12:00,13.31,18.84,88,0.25,Shift heavy operations to off-peak hours.,0.23
9/23/2023 13:00,12.03,26.55,116,0.19,Investigate devices left on overnight.,0.09
9/23/2023 14:00,12.16,20.84,141,0.29,Shift heavy operations to off-peak hours.,0.25
9/23/2023 15:00,11.72,29.59,131,0.12,Investigate devices left on overnight.,0.06
9/23/2023 16:00,11.53,33.15,25,0.1,Investigate devices left on overnight.,0.05
9/23/2023 17:00,17.81,19.31,71,0.16,No action needed,0
9/23/2023 18:00,13.76,23.85,8,0.11,Turn off unnecessary lights in unoccupied areas.,0.05
9/23/2023 19:00,12.72,22.55,131,0.21,Shift heavy operations to off-peak hours.,0.19
9/23/2023 20:00,24.87,30.03,116,0.16,Reduce HVAC cooling to save energy.,0.2
9/23/2023 21:00,6.38,27.36,112,0.21,Shift heavy operations to off-peak hours.,0.09
9/23/2023 22:00,21.65,33.75,18,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
9/23/2023 23:00,16.69,28.45,54,0.22,Shift heavy operations to off-peak hours.,0.26
9/24/2023 0:00,11.16,18.47,38,0.22,Shift heavy operations to off-peak hours.,0.17
9/24/2023 1:00,13.83,18.17,130,0.18,No action needed,0
9/24/2023 2:00,20.51,24.53,67,0.2,No action needed,0
9/24/2023 3:00,18.83,31.79,58,0.15,Investigate devices left on overnight.,0.11
9/24/2023 4:00,17.38,18.68,57,0.3,Shift heavy operations to off-peak hours.,0.36
9/24/2023 5:00,12.97,26.36,137,0.21,Shift heavy operations to off-peak hours.,0.19
9/24/2023 6:00,12.17,29.98,149,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.35
9/24/2023 7:00,12.14,15.69,58,0.2,No action needed,0
9/24/2023 8:00,14.81,33.04,37,0.2,No action needed,0
9/24/2023 9:00,15.55,33.08,9,0.23,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.5
9/24/2023 10:00,22.2,19.98,65,0.16,No action needed,0
9/24/2023 11:00,16.25,23.09,136,0.27,Shift heavy operations to off-peak hours.,0.31
9/24/2023 12:00,14.37,31.62,128,0.23,Shift heavy operations to off-peak hours.,0.23
9/24/2023 13:00,10.35,15.03,150,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.27
9/24/2023 14:00,10.72,19.14,55,0.13,No action needed,0
9/24/2023 15:00,6.07,21.8,133,0.2,No action needed,0
9/24/2023 16:00,20.74,15.43,92,0.24,Shift heavy operations to off-peak hours.,0.35
9/24/2023 17:00,22.72,32.68,6,0.12,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.,0.22
9/24/2023 18:00,9.23,24.12,149,0.14,No action needed,0
9/24/2023 19:00,5.73,33.65,64,0.13,No action needed,0
9/24/2023 20:00,10.76,23.48,7,0.16,Turn off unnecessary lights in unoccupied areas.,0.05
9/24/2023 21:00,24.63,26.85,70,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.91
9/24/2023 22:00,8.88,20.37,42,0.27,Shift heavy operations to off-peak hours.,0.17
9/24/2023 23:00,18.38,32.56,68,0.25,Shift heavy operations to off-peak hours.,0.32
9/25/2023 0:00,10.28,15.32,83,0.12,No action needed,0
9/25/2023 1:00,11.65,32.39,78,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.35
9/25/2023 2:00,10.02,32.66,140,0.14,No action needed,0
9/25/2023 3:00,6.77,20.19,10,0.25,Shift heavy operations to off-peak hours.,0.12
9/25/2023 4:00,21.05,32.15,100,0.18,Reduce HVAC cooling to save energy.,0.19
9/25/2023 5:00,25,25.56,90,0.16,Reduce HVAC cooling to save energy.,0.2
9/25/2023 6:00,19.21,27.9,14,0.27,Shift heavy operations to off-peak hours.,0.36
9/25/2023 7:00,21.93,31.17,53,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,1.05
9/25/2023 8:00,20.18,27.39,37,0.19,Reduce HVAC cooling to save energy.,0.19
9/25/2023 9:00,6.99,27.51,145,0.2,No action needed,0
9/25/2023 10:00,5.26,34.87,23,0.14,No action needed,0
9/25/2023 11:00,13.2,18.41,12,0.1,No action needed,0
9/25/2023 12:00,7.56,28.25,91,0.12,No action needed,0
9/25/2023 13:00,11.02,22.64,113,0.14,No action needed,0
9/25/2023 14:00,19.66,25.03,28,0.11,No action needed,0
9/25/2023 15:00,19.48,22.48,91,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.6
9/25/2023 16:00,12.43,31.77,66,0.15,Investigate devices left on overnight.,0.07
9/25/2023 17:00,20.41,33.17,27,0.11,Reduce HVAC cooling to save energy.,0.11
9/25/2023 18:00,21.06,25.61,148,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.94
9/25/2023 19:00,19.6,19.09,13,0.12,No action needed,0
9/25/2023 20:00,14.9,18.07,16,0.13,No action needed,0
9/25/2023 21:00,15.44,27.19,123,0.28,Shift heavy operations to off-peak hours.,0.3
9/25/2023 22:00,15.59,31.89,75,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.43
9/25/2023 23:00,19.73,26.81,27,0.26,Shift heavy operations to off-peak hours.,0.36
9/26/2023 0:00,22.98,21.02,53,0.19,No action needed,0
9/26/2023 1:00,17.12,27.17,138,0.19,No action needed,0
9/26/2023 2:00,16.98,29.9,148,0.14,No action needed,0
9/26/2023 3:00,19.25,24.69,63,0.28,Shift heavy operations to off-peak hours.,0.38
9/26/2023 4:00,6.58,34.8,130,0.14,No action needed,0
9/26/2023 5:00,23.43,31.03,43,0.18,Reduce HVAC cooling to save energy.,0.21
9/26/2023 6:00,24.7,17.91,42,0.21,Shift heavy operations to off-peak hours.,0.36
9/26/2023 7:00,12.85,27.74,63,0.18,No action needed,0
9/26/2023 8:00,12.78,21.64,6,0.18,Turn off unnecessary lights in unoccupied areas.,0.07
9/26/2023 9:00,20.99,18.9,44,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.53
9/26/2023 10:00,10.98,18.51,135,0.28,Shift heavy operations to off-peak hours.,0.22
9/26/2023 11:00,14.44,24.43,128,0.12,No action needed,0
9/26/2023 12:00,6.86,28.07,57,0.22,Shift heavy operations to off-peak hours.,0.11
9/26/2023 13:00,9.99,17.66,8,0.12,Turn off unnecessary lights in unoccupied areas.,0.04
9/26/2023 14:00,17.67,17.22,10,0.13,Investigate devices left on overnight.,0.09
9/26/2023 15:00,12.34,27.38,138,0.17,No action needed,0
9/26/2023 16:00,20.95,24.68,150,0.27,Shift heavy operations to off-peak hours.,0.4
9/26/2023 17:00,19.3,17.96,35,0.14,Investigate devices left on overnight.,0.11
9/26/2023 18:00,11.74,29.74,120,0.15,No action needed,0
9/26/2023 19:00,6.06,24.54,7,0.29,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.18
9/26/2023 20:00,23.9,19.35,43,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.66
9/26/2023 21:00,17.67,29.37,129,0.18,No action needed,0
9/26/2023 22:00,13.99,19.77,89,0.15,No action needed,0
9/26/2023 23:00,7.45,25.66,137,0.2,No action needed,0
9/27/2023 0:00,16.37,17.09,141,0.2,No action needed,0
9/27/2023 1:00,13.78,28.84,127,0.22,Shift heavy operations to off-peak hours.,0.21
9/27/2023 2:00,24.55,33.83,48,0.18,Reduce HVAC cooling to save energy.,0.22
9/27/2023 3:00,9.91,29.52,22,0.12,No action needed,0
9/27/2023 4:00,23.53,28.85,104,0.15,Reduce HVAC cooling to save energy.,0.18
9/27/2023 5:00,23.8,23.18,18,0.23,Shift heavy operations to off-peak hours.,0.38
9/27/2023 6:00,15.12,18.76,41,0.1,Investigate devices left on overnight.,0.06
9/27/2023 7:00,13.48,28.78,85,0.16,No action needed,0
9/27/2023 8:00,7.2,30.57,122,0.28,Shift heavy operations to off-peak hours.,0.14
9/27/2023 9:00,21.25,21.1,114,0.18,No action needed,0
9/27/2023 10:00,21.18,22.99,31,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.65
9/27/2023 11:00,24.2,30.45,47,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
9/27/2023 12:00,19.31,32.3,134,0.1,No action needed,0
9/27/2023 13:00,14.32,16.03,97,0.18,No action needed,0
9/27/2023 14:00,9.84,34.09,60,0.26,Shift heavy operations to off-peak hours.,0.18
9/27/2023 15:00,12,32.58,135,0.19,No action needed,0
9/27/2023 16:00,16.89,22.73,146,0.28,Shift heavy operations to off-peak hours.,0.33
9/27/2023 17:00,13.11,28.87,75,0.17,No action needed,0
9/27/2023 18:00,18.74,27.66,100,0.3,Shift heavy operations to off-peak hours.,0.39
9/27/2023 19:00,10.74,28.66,59,0.18,Investigate devices left on overnight.,0.08
9/27/2023 20:00,11.34,31.43,135,0.16,No action needed,0
9/27/2023 21:00,17.85,22.8,97,0.14,No action needed,0
9/27/2023 22:00,6.77,23.23,80,0.13,No action needed,0
9/27/2023 23:00,12.27,24.81,89,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.34
9/28/2023 0:00,20.53,22.58,64,0.11,No action needed,0
9/28/2023 1:00,20.11,32.56,143,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.53
9/28/2023 2:00,6.29,20.15,77,0.21,Shift heavy operations to off-peak hours.,0.09
9/28/2023 3:00,20.62,27.36,51,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.54
9/28/2023 4:00,14.79,21.82,133,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.42
9/28/2023 5:00,10.05,32.16,17,0.28,Shift heavy operations to off-peak hours.,0.2
9/28/2023 6:00,23.5,26.98,51,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.68
9/28/2023 7:00,22.21,18.56,42,0.29,Shift heavy operations to off-peak hours.,0.45
9/28/2023 8:00,23.53,18.73,51,0.2,No action needed,0
9/28/2023 9:00,19.89,16.59,63,0.23,Shift heavy operations to off-peak hours.,0.32
9/28/2023 10:00,5.42,15.07,36,0.21,Shift heavy operations to off-peak hours.,0.08
9/28/2023 11:00,6.23,22.37,40,0.28,Shift heavy operations to off-peak hours.,0.12
9/28/2023 12:00,7.36,29.09,118,0.12,No action needed,0
9/28/2023 13:00,11.56,32.51,46,0.12,Investigate devices left on overnight.,0.06
9/28/2023 14:00,12.76,33.64,150,0.2,Investigate devices left on overnight.,0.1
9/28/2023 15:00,7.41,28.74,21,0.2,No action needed,0
9/28/2023 16:00,7,21.26,17,0.17,No action needed,0
9/28/2023 17:00,22.48,34.24,39,0.15,Reduce HVAC cooling to save energy.,0.17
9/28/2023 18:00,14.13,29.46,113,0.18,No action needed,0
9/28/2023 19:00,6.86,17.77,32,0.17,No action needed,0
9/28/2023 20:00,10.37,17.25,142,0.14,No action needed,0
9/28/2023 21:00,6.55,19.94,121,0.14,No action needed,0
9/28/2023 22:00,12.04,24.54,102,0.12,No action needed,0
9/28/2023 23:00,24.98,16.26,115,0.27,Shift heavy operations to off-peak hours.,0.47
