,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
6078,Autumn,15.35,45.07,4.24,697.67,95,0.12,16.74,2023-09-11 06:00:00
6079,Autumn,19.21,42.91,10.24,901.56,115,0.12,16.11,2023-09-11 07:00:00
6080,Autumn,10.83,36.61,8.0,260.41,24,0.3,15.84,2023-09-11 08:00:00
6081,Autumn,11.12,34.64,4.34,680.8,12,0.24,13.36,2023-09-11 09:00:00
6082,Autumn,17.92,77.94,15.34,663.74,23,0.09,13.84,2023-09-11 10:00:00
6083,Autumn,16.56,74.6,8.67,806.63,7,0.12,6.53,2023-09-11 11:00:00
6084,Autumn,16.76,62.12,15.67,213.18,7,0.11,15.63,2023-09-11 12:00:00
6085,Autumn,10.94,64.59,15.49,579.45,41,0.11,9.29,2023-09-11 13:00:00
6086,Autumn,16.05,72.11,3.38,940.73,24,0.08,13.01,2023-09-11 14:00:00
6087,Autumn,15.97,73.61,6.16,342.79,34,0.06,13.55,2023-09-11 15:00:00
6088,Autumn,16.67,41.17,0.44,951.51,36,0.12,9.74,2023-09-11 16:00:00
6089,Autumn,13.37,57.9,8.1,768.0,10,0.09,8.29,2023-09-11 17:00:00
6090,Autumn,14.74,62.8,12.65,946.79,29,0.1,13.48,2023-09-11 18:00:00
6091,Autumn,14.58,73.11,5.24,561.37,7,0.07,8.4,2023-09-11 19:00:00
6092,Autumn,16.34,55.06,3.83,58.5,32,0.11,14.83,2023-09-11 20:00:00
6093,Autumn,16.32,35.9,9.18,492.86,7,0.26,15.1,2023-09-11 21:00:00
6094,Autumn,19.16,34.27,5.29,624.52,47,0.17,15.29,2023-09-11 22:00:00
6095,Autumn,15.42,33.31,3.24,514.2,16,0.24,12.86,2023-09-11 23:00:00
6096,Autumn,13.65,64.12,8.79,179.07,25,0.24,5.98,2023-09-12 00:00:00
6097,Autumn,18.66,72.3,6.92,875.1,34,0.19,15.29,2023-09-12 01:00:00
6098,Autumn,10.54,78.56,9.66,984.67,19,0.13,5.63,2023-09-12 02:00:00
6099,Autumn,15.1,70.39,4.21,604.83,43,0.24,15.62,2023-09-12 03:00:00
6100,Autumn,15.16,44.22,12.82,212.34,11,0.24,11.69,2023-09-12 04:00:00
6101,Autumn,18.66,71.65,0.17,193.62,50,0.12,11.96,2023-09-12 05:00:00
6102,Autumn,12.27,72.17,12.11,219.87,42,0.21,13.27,2023-09-12 06:00:00
6103,Autumn,14.37,37.25,3.97,999.02,16,0.15,4.68,2023-09-12 07:00:00
6104,Autumn,19.51,79.7,5.67,180.05,39,0.26,10.59,2023-09-12 08:00:00
6105,Autumn,10.46,58.35,0.23,269.38,16,0.23,12.19,2023-09-12 09:00:00
6106,Autumn,17.07,45.79,9.72,35.23,30,0.06,7.43,2023-09-12 10:00:00
6107,Autumn,16.11,74.15,7.1,142.43,50,0.13,16.41,2023-09-12 11:00:00
6108,Autumn,14.53,74.64,13.14,523.62,23,0.13,13.79,2023-09-12 12:00:00
6109,Autumn,13.94,68.52,5.75,110.67,45,0.14,15.86,2023-09-12 13:00:00
6110,Autumn,16.49,63.41,16.34,940.18,41,0.06,7.85,2023-09-12 14:00:00
6111,Autumn,11.48,39.43,6.11,640.56,42,0.07,9.29,2023-09-12 15:00:00
6112,Autumn,12.53,54.81,1.47,53.81,18,0.06,9.43,2023-09-12 16:00:00
6113,Autumn,13.66,54.39,10.23,675.87,10,0.12,7.94,2023-09-12 17:00:00
6114,Autumn,14.25,79.24,11.82,759.33,34,0.15,15.65,2023-09-12 18:00:00
6115,Autumn,19.35,42.73,12.34,569.53,30,0.14,14.59,2023-09-12 19:00:00
6116,Autumn,18.78,31.1,19.27,620.09,9,0.1,5.1,2023-09-12 20:00:00
6117,Autumn,13.14,59.08,7.0,230.34,25,0.22,6.64,2023-09-12 21:00:00
6118,Autumn,15.92,30.32,13.9,212.5,39,0.17,9.33,2023-09-12 22:00:00
6119,Autumn,11.1,40.68,6.14,622.98,5,0.27,15.28,2023-09-12 23:00:00
6120,Autumn,18.56,54.58,1.45,713.66,5,0.15,8.74,2023-09-13 00:00:00
6121,Autumn,10.97,68.27,8.5,69.72,43,0.25,13.79,2023-09-13 01:00:00
6122,Autumn,17.28,41.44,7.51,630.78,18,0.13,9.44,2023-09-13 02:00:00
6123,Autumn,16.44,55.7,10.72,243.0,29,0.11,13.2,2023-09-13 03:00:00
6124,Autumn,19.67,44.45,7.26,229.78,37,0.26,9.68,2023-09-13 04:00:00
6125,Autumn,18.18,45.32,9.36,599.02,16,0.16,11.04,2023-09-13 05:00:00
6126,Autumn,11.82,76.91,3.94,657.66,47,0.2,9.51,2023-09-13 06:00:00
6127,Autumn,15.55,64.77,10.01,28.7,27,0.3,9.56,2023-09-13 07:00:00
6128,Autumn,16.7,78.95,7.07,633.53,29,0.26,10.54,2023-09-13 08:00:00
6129,Autumn,10.92,67.03,13.88,19.99,48,0.3,10.26,2023-09-13 09:00:00
6130,Autumn,10.22,63.22,13.35,253.19,31,0.12,15.0,2023-09-13 10:00:00
6131,Autumn,17.97,77.43,9.09,867.99,6,0.06,12.1,2023-09-13 11:00:00
6132,Autumn,19.52,46.45,0.7,158.46,15,0.06,13.47,2023-09-13 12:00:00
6133,Autumn,15.42,41.56,3.77,742.95,13,0.05,13.12,2023-09-13 13:00:00
6134,Autumn,18.53,62.71,1.36,906.54,27,0.08,8.33,2023-09-13 14:00:00
6135,Autumn,17.36,39.78,5.95,282.11,23,0.09,8.42,2023-09-13 15:00:00
6136,Autumn,17.85,48.03,15.92,500.88,12,0.12,5.34,2023-09-13 16:00:00
6137,Autumn,18.2,37.11,6.88,880.72,25,0.09,6.21,2023-09-13 17:00:00
6138,Autumn,19.86,50.21,10.2,396.38,22,0.12,10.84,2023-09-13 18:00:00
6139,Autumn,17.84,49.96,11.81,865.07,15,0.05,6.06,2023-09-13 19:00:00
6140,Autumn,19.64,53.34,18.04,971.82,21,0.06,7.95,2023-09-13 20:00:00
6141,Autumn,15.3,78.73,0.53,911.71,185,0.12,14.67,2023-09-13 21:00:00
6142,Autumn,16.48,65.92,9.24,126.93,77,0.26,16.83,2023-09-13 22:00:00
6143,Autumn,14.36,74.7,3.94,956.29,153,0.23,15.34,2023-09-13 23:00:00
6144,Autumn,10.68,70.79,11.4,361.22,189,0.18,17.33,2023-09-14 00:00:00
6145,Autumn,17.59,77.3,3.79,597.42,191,0.25,14.04,2023-09-14 01:00:00
6146,Autumn,18.02,35.76,16.69,773.71,112,0.13,9.74,2023-09-14 02:00:00
6147,Autumn,18.06,40.43,7.6,350.69,54,0.16,15.04,2023-09-14 03:00:00
6148,Autumn,18.13,38.41,19.55,155.67,136,0.3,12.17,2023-09-14 04:00:00
6149,Autumn,15.28,31.37,2.35,643.02,120,0.3,10.63,2023-09-14 05:00:00
6150,Autumn,10.27,59.75,12.5,234.67,108,0.12,15.98,2023-09-14 06:00:00
6151,Autumn,14.6,71.47,7.5,585.3,130,0.28,8.42,2023-09-14 07:00:00
6152,Autumn,12.2,63.9,19.89,203.8,14,0.26,8.44,2023-09-14 08:00:00
6153,Autumn,13.82,43.69,0.36,687.26,30,0.17,5.35,2023-09-14 09:00:00
6154,Autumn,15.12,33.75,9.52,634.57,5,0.05,8.23,2023-09-14 10:00:00
6155,Autumn,19.97,61.86,11.47,783.58,28,0.05,14.22,2023-09-14 11:00:00
6156,Autumn,19.14,43.13,4.88,309.8,24,0.09,13.82,2023-09-14 12:00:00
6157,Autumn,17.97,41.19,9.75,291.6,29,0.07,8.34,2023-09-14 13:00:00
6158,Autumn,14.43,70.84,10.42,268.16,21,0.12,11.35,2023-09-14 14:00:00
6159,Autumn,11.33,38.63,14.84,547.16,25,0.11,8.43,2023-09-14 15:00:00
6160,Autumn,16.36,62.19,15.93,669.83,9,0.09,8.01,2023-09-14 16:00:00
6161,Autumn,15.23,66.99,10.84,278.24,9,0.13,13.38,2023-09-14 17:00:00
6162,Autumn,17.22,56.29,5.62,504.26,18,0.13,6.52,2023-09-14 18:00:00
6163,Autumn,19.2,61.93,5.6,420.69,8,0.12,6.99,2023-09-14 19:00:00
6164,Autumn,15.04,64.44,1.91,699.02,8,0.13,10.48,2023-09-14 20:00:00
6165,Autumn,17.33,74.74,18.59,756.73,74,0.15,11.92,2023-09-14 21:00:00
6166,Autumn,13.64,78.67,15.11,695.9,179,0.25,12.34,2023-09-14 22:00:00
6167,Autumn,11.87,78.24,4.98,871.74,92,0.28,6.35,2023-09-14 23:00:00
6168,Autumn,10.48,55.37,13.42,396.07,139,0.11,8.85,2023-09-15 00:00:00
6169,Autumn,19.8,74.7,1.92,736.56,76,0.14,12.89,2023-09-15 01:00:00
6170,Autumn,18.79,33.54,5.51,106.1,74,0.29,7.79,2023-09-15 02:00:00
6171,Autumn,19.13,64.92,12.87,651.71,98,0.19,7.71,2023-09-15 03:00:00
6172,Autumn,17.08,56.44,15.46,627.33,143,0.2,9.51,2023-09-15 04:00:00
6173,Autumn,18.49,63.54,7.7,267.54,82,0.28,6.96,2023-09-15 05:00:00
6174,Autumn,14.0,76.67,6.22,456.08,94,0.2,11.93,2023-09-15 06:00:00
6175,Autumn,17.13,78.82,9.81,609.45,103,0.27,17.18,2023-09-15 07:00:00
6176,Autumn,19.6,71.76,8.51,150.89,11,0.27,12.62,2023-09-15 08:00:00
6177,Autumn,17.83,39.09,17.8,469.15,8,0.24,14.98,2023-09-15 09:00:00
6178,Autumn,17.27,33.0,2.44,883.27,28,0.14,9.66,2023-09-15 10:00:00
6179,Autumn,18.93,78.11,12.3,908.41,12,0.14,9.5,2023-09-15 11:00:00
6180,Autumn,18.83,71.23,2.3,232.78,13,0.08,7.19,2023-09-15 12:00:00
6181,Autumn,17.14,45.38,11.21,745.02,13,0.09,14.12,2023-09-15 13:00:00
6182,Autumn,12.69,55.57,12.22,324.36,5,0.11,6.82,2023-09-15 14:00:00
6183,Autumn,17.94,36.47,17.01,759.64,28,0.13,14.05,2023-09-15 15:00:00
6184,Autumn,13.4,49.87,0.43,240.96,21,0.15,11.73,2023-09-15 16:00:00
6185,Autumn,14.06,47.07,16.07,725.44,18,0.1,14.31,2023-09-15 17:00:00
6186,Autumn,14.43,77.23,8.19,682.01,16,0.13,13.14,2023-09-15 18:00:00
6187,Autumn,14.86,42.95,12.3,831.5,10,0.11,12.92,2023-09-15 19:00:00
6188,Autumn,11.84,32.43,12.12,818.3,13,0.06,9.77,2023-09-15 20:00:00
6189,Autumn,15.1,78.77,8.34,884.49,145,0.22,16.65,2023-09-15 21:00:00
6190,Autumn,16.7,64.21,4.63,590.24,78,0.14,6.62,2023-09-15 22:00:00
6191,Autumn,19.08,71.64,1.6,534.76,113,0.29,15.79,2023-09-15 23:00:00
6192,Autumn,15.62,71.75,2.94,735.68,80,0.23,11.53,2023-09-16 00:00:00
6193,Autumn,19.4,41.65,1.3,975.47,189,0.16,12.0,2023-09-16 01:00:00
6194,Autumn,18.33,73.13,13.46,494.53,198,0.22,17.82,2023-09-16 02:00:00
6195,Autumn,14.44,36.9,3.06,454.63,74,0.11,13.09,2023-09-16 03:00:00
6196,Autumn,10.84,67.27,3.55,557.93,170,0.21,16.27,2023-09-16 04:00:00
6197,Autumn,19.33,60.11,0.05,805.79,103,0.12,8.27,2023-09-16 05:00:00
6198,Autumn,11.7,37.14,17.58,294.19,133,0.17,13.05,2023-09-16 06:00:00
6199,Autumn,18.41,65.35,5.86,902.12,135,0.26,11.74,2023-09-16 07:00:00
6200,Autumn,16.3,31.38,19.11,551.02,29,0.28,7.86,2023-09-16 08:00:00
6201,Autumn,12.12,62.18,4.95,523.12,29,0.26,14.66,2023-09-16 09:00:00
6202,Autumn,18.71,56.76,7.21,79.33,8,0.06,10.89,2023-09-16 10:00:00
6203,Autumn,11.38,79.29,14.49,436.82,12,0.14,10.13,2023-09-16 11:00:00
6204,Autumn,12.34,42.84,4.33,470.24,29,0.08,13.92,2023-09-16 12:00:00
6205,Autumn,12.06,74.28,3.12,970.02,17,0.08,10.92,2023-09-16 13:00:00
6206,Autumn,18.04,59.3,9.83,75.78,25,0.15,13.64,2023-09-16 14:00:00
6207,Autumn,16.29,57.2,5.62,838.64,27,0.09,13.04,2023-09-16 15:00:00
6208,Autumn,19.93,71.89,14.06,394.55,15,0.15,10.02,2023-09-16 16:00:00
6209,Autumn,12.81,62.56,17.21,73.2,26,0.06,6.54,2023-09-16 17:00:00
6210,Autumn,15.43,33.37,12.53,385.14,10,0.15,10.67,2023-09-16 18:00:00
6211,Autumn,17.7,62.02,18.46,791.23,29,0.1,15.01,2023-09-16 19:00:00
6212,Autumn,13.62,75.19,3.9,790.58,15,0.11,5.39,2023-09-16 20:00:00
6213,Autumn,16.73,55.28,6.48,36.52,73,0.1,10.85,2023-09-16 21:00:00
6214,Autumn,18.19,63.51,15.04,224.37,168,0.21,15.66,2023-09-16 22:00:00
6215,Autumn,17.11,46.1,15.42,129.2,67,0.17,13.53,2023-09-16 23:00:00
6216,Autumn,12.69,47.96,15.44,861.33,56,0.19,6.59,2023-09-17 00:00:00
6217,Autumn,12.09,32.34,4.08,442.06,59,0.16,6.89,2023-09-17 01:00:00
6218,Autumn,17.85,45.41,8.09,672.75,168,0.19,16.23,2023-09-17 02:00:00
6219,Autumn,17.13,58.75,8.24,179.6,170,0.27,15.91,2023-09-17 03:00:00
6220,Autumn,16.8,33.81,12.84,212.83,149,0.26,12.84,2023-09-17 04:00:00
6221,Autumn,10.68,42.3,16.05,199.72,148,0.3,13.77,2023-09-17 05:00:00
6222,Autumn,10.9,59.31,18.5,259.79,89,0.1,9.47,2023-09-17 06:00:00
6223,Autumn,15.97,46.94,14.09,249.84,95,0.11,13.93,2023-09-17 07:00:00
6224,Autumn,18.42,49.78,5.78,552.87,7,0.12,8.52,2023-09-17 08:00:00
6225,Autumn,11.11,75.12,5.46,287.59,5,0.23,15.27,2023-09-17 09:00:00
6226,Autumn,15.65,35.42,5.4,941.95,11,0.06,12.47,2023-09-17 10:00:00
6227,Autumn,19.35,38.44,19.35,736.12,30,0.14,10.47,2023-09-17 11:00:00
6228,Autumn,14.53,54.51,6.46,652.99,5,0.15,6.88,2023-09-17 12:00:00
6229,Autumn,17.11,61.94,6.98,966.35,9,0.14,5.35,2023-09-17 13:00:00
6230,Autumn,13.26,50.49,6.3,357.03,15,0.14,14.26,2023-09-17 14:00:00
6231,Autumn,17.65,69.58,11.74,877.86,27,0.12,12.15,2023-09-17 15:00:00
6232,Autumn,15.99,37.36,11.75,846.4,6,0.1,13.49,2023-09-17 16:00:00
6233,Autumn,19.07,51.47,10.65,463.26,6,0.05,7.87,2023-09-17 17:00:00
6234,Autumn,18.6,66.96,7.52,974.84,27,0.13,8.14,2023-09-17 18:00:00
6235,Autumn,18.3,51.02,7.16,374.69,11,0.07,5.98,2023-09-17 19:00:00
6236,Autumn,16.91,39.33,2.43,78.49,29,0.14,14.34,2023-09-17 20:00:00
6237,Autumn,10.39,34.95,15.7,474.58,79,0.21,13.47,2023-09-17 21:00:00
6238,Autumn,13.41,52.99,17.12,365.73,141,0.26,15.46,2023-09-17 22:00:00
6239,Autumn,19.81,30.99,10.71,449.28,72,0.12,14.19,2023-09-17 23:00:00
6240,Autumn,14.07,55.26,12.26,314.51,168,0.19,13.17,2023-09-18 00:00:00
6241,Autumn,15.52,43.79,17.27,339.71,172,0.15,10.49,2023-09-18 01:00:00
6242,Autumn,18.66,68.15,4.24,872.88,138,0.13,7.66,2023-09-18 02:00:00
6243,Autumn,15.05,40.3,15.63,519.74,128,0.16,13.08,2023-09-18 03:00:00
6244,Autumn,13.02,73.82,14.45,616.83,181,0.12,15.71,2023-09-18 04:00:00
6245,Autumn,18.06,32.71,2.38,43.83,144,0.19,17.16,2023-09-18 05:00:00
6246,Autumn,12.13,35.83,19.7,424.95,56,0.25,13.61,2023-09-18 06:00:00
6247,Autumn,15.92,42.99,15.75,789.06,196,0.27,17.19,2023-09-18 07:00:00
6248,Autumn,19.59,51.52,12.57,954.85,17,0.15,13.32,2023-09-18 08:00:00
6249,Autumn,13.83,35.53,11.73,370.48,7,0.27,5.83,2023-09-18 09:00:00
6250,Autumn,15.03,72.6,19.5,174.39,5,0.08,9.56,2023-09-18 10:00:00
6251,Autumn,10.97,39.1,7.12,406.32,19,0.12,7.1,2023-09-18 11:00:00
6252,Autumn,19.62,52.75,2.11,465.9,12,0.14,12.84,2023-09-18 12:00:00
6253,Autumn,13.94,79.79,15.29,932.8,26,0.12,13.52,2023-09-18 13:00:00
6254,Autumn,13.35,48.01,16.31,758.17,47,0.06,12.04,2023-09-18 14:00:00
6255,Autumn,12.54,68.0,5.88,690.44,20,0.14,11.19,2023-09-18 15:00:00
6256,Autumn,17.53,31.93,4.86,575.48,23,0.06,14.52,2023-09-18 16:00:00
6257,Autumn,11.01,68.58,2.18,753.46,21,0.15,7.76,2023-09-18 17:00:00
6258,Autumn,16.17,60.27,8.81,71.7,36,0.06,8.69,2023-09-18 18:00:00
6259,Autumn,15.31,69.68,0.47,132.61,11,0.07,11.79,2023-09-18 19:00:00
6260,Autumn,12.56,40.17,2.5,215.44,25,0.1,6.71,2023-09-18 20:00:00
6261,Autumn,16.6,31.96,6.28,935.92,41,0.27,11.17,2023-09-18 21:00:00
6262,Autumn,12.69,37.23,9.13,957.53,15,0.14,9.85,2023-09-18 22:00:00
6263,Autumn,12.91,67.37,12.68,936.32,14,0.2,11.13,2023-09-18 23:00:00
6264,Autumn,12.53,32.5,15.34,315.97,36,0.13,13.91,2023-09-19 00:00:00
6265,Autumn,14.09,70.25,0.05,965.95,31,0.21,5.05,2023-09-19 01:00:00
6266,Autumn,18.48,61.71,2.54,353.58,41,0.16,12.11,2023-09-19 02:00:00
6267,Autumn,13.9,57.91,19.05,552.79,29,0.12,7.48,2023-09-19 03:00:00
6268,Autumn,19.89,75.04,16.44,289.1,30,0.25,12.34,2023-09-19 04:00:00
6269,Autumn,16.78,79.39,3.0,936.67,44,0.16,15.47,2023-09-19 05:00:00
6270,Autumn,10.42,56.18,17.18,129.29,36,0.18,10.42,2023-09-19 06:00:00
6271,Autumn,16.53,53.36,11.66,144.7,38,0.12,9.41,2023-09-19 07:00:00
6272,Autumn,17.22,64.37,18.38,898.54,31,0.12,10.86,2023-09-19 08:00:00
6273,Autumn,13.32,53.22,17.7,817.89,17,0.29,4.84,2023-09-19 09:00:00
6274,Autumn,13.72,73.09,7.9,493.02,14,0.05,13.01,2023-09-19 10:00:00
6275,Autumn,15.43,30.35,3.38,773.15,21,0.12,14.64,2023-09-19 11:00:00
6276,Autumn,11.71,41.12,14.23,299.75,25,0.08,11.11,2023-09-19 12:00:00
6277,Autumn,17.1,76.13,5.78,366.13,14,0.07,7.58,2023-09-19 13:00:00
6278,Autumn,12.19,42.82,11.12,167.12,33,0.1,12.89,2023-09-19 14:00:00
6279,Autumn,19.75,68.87,17.39,348.75,5,0.12,13.86,2023-09-19 15:00:00
6280,Autumn,18.76,72.07,0.2,706.15,27,0.06,4.92,2023-09-19 16:00:00
6281,Autumn,17.79,78.86,17.7,746.97,39,0.07,15.07,2023-09-19 17:00:00
6282,Autumn,17.73,50.71,14.12,394.15,35,0.06,6.18,2023-09-19 18:00:00
6283,Autumn,12.26,79.99,9.45,80.82,27,0.09,16.16,2023-09-19 19:00:00
6284,Autumn,18.03,68.3,11.59,739.21,31,0.11,12.96,2023-09-19 20:00:00
6285,Autumn,13.99,73.65,9.94,116.28,45,0.11,13.13,2023-09-19 21:00:00
6286,Autumn,10.02,73.82,4.4,77.48,16,0.13,8.95,2023-09-19 22:00:00
6287,Autumn,13.63,31.04,3.44,452.8,33,0.16,6.87,2023-09-19 23:00:00
6288,Autumn,10.0,50.38,2.57,371.93,38,0.25,13.09,2023-09-20 00:00:00
6289,Autumn,13.07,52.11,15.86,662.1,27,0.21,9.15,2023-09-20 01:00:00
6290,Autumn,17.87,32.77,12.17,579.84,48,0.24,15.43,2023-09-20 02:00:00
6291,Autumn,18.2,44.52,12.39,901.07,19,0.11,5.56,2023-09-20 03:00:00
6292,Autumn,15.76,30.06,19.63,829.28,15,0.22,11.57,2023-09-20 04:00:00
6293,Autumn,20.0,66.64,17.97,185.13,28,0.16,9.75,2023-09-20 05:00:00
6294,Autumn,12.41,52.73,1.94,136.14,44,0.2,13.05,2023-09-20 06:00:00
6295,Autumn,11.87,35.7,17.8,306.17,44,0.18,16.39,2023-09-20 07:00:00
6296,Autumn,12.31,34.84,13.24,361.22,14,0.11,7.9,2023-09-20 08:00:00
6297,Autumn,13.27,31.96,19.98,370.25,36,0.11,8.91,2023-09-20 09:00:00
6298,Autumn,11.9,68.87,10.26,770.2,25,0.13,11.75,2023-09-20 10:00:00
6299,Autumn,19.67,77.73,10.69,463.11,46,0.09,10.09,2023-09-20 11:00:00
6300,Autumn,15.73,30.15,10.57,928.42,12,0.11,9.09,2023-09-20 12:00:00
6301,Autumn,10.12,32.97,9.5,527.21,20,0.08,10.0,2023-09-20 13:00:00
6302,Autumn,18.45,52.63,9.15,247.15,26,0.14,6.93,2023-09-20 14:00:00
6303,Autumn,12.07,60.64,5.97,95.0,16,0.06,16.39,2023-09-20 15:00:00
6304,Autumn,18.82,38.51,14.49,514.43,20,0.06,12.55,2023-09-20 16:00:00
6305,Autumn,10.02,59.29,11.89,408.92,20,0.12,13.19,2023-09-20 17:00:00
6306,Autumn,16.71,63.19,6.42,229.4,22,0.15,12.84,2023-09-20 18:00:00
6307,Autumn,19.52,56.19,7.34,361.49,26,0.15,7.19,2023-09-20 19:00:00
6308,Autumn,17.72,37.95,8.19,705.07,28,0.14,10.71,2023-09-20 20:00:00
6309,Autumn,11.66,47.36,17.6,702.35,152,0.28,10.13,2023-09-20 21:00:00
6310,Autumn,17.73,78.62,3.88,491.6,175,0.22,8.46,2023-09-20 22:00:00
6311,Autumn,19.44,75.6,0.11,209.25,160,0.11,12.01,2023-09-20 23:00:00
6312,Autumn,19.57,62.81,11.83,372.2,65,0.28,9.78,2023-09-21 00:00:00
6313,Autumn,12.51,79.8,5.56,60.27,160,0.12,11.23,2023-09-21 01:00:00
6314,Autumn,18.75,44.98,14.04,497.14,140,0.18,15.12,2023-09-21 02:00:00
6315,Autumn,11.74,40.03,18.21,312.48,80,0.16,10.67,2023-09-21 03:00:00
6316,Autumn,14.43,55.28,17.85,182.47,70,0.14,12.48,2023-09-21 04:00:00
6317,Autumn,13.03,47.79,11.24,397.96,171,0.14,14.02,2023-09-21 05:00:00
6318,Autumn,16.17,76.52,3.28,705.78,90,0.12,13.58,2023-09-21 06:00:00
6319,Autumn,15.19,52.11,7.77,362.16,168,0.19,11.06,2023-09-21 07:00:00
6320,Autumn,17.76,45.39,3.44,151.27,25,0.21,5.98,2023-09-21 08:00:00
6321,Autumn,16.18,52.84,7.47,88.45,27,0.14,6.26,2023-09-21 09:00:00
6322,Autumn,14.05,79.16,18.51,864.95,7,0.08,11.75,2023-09-21 10:00:00
6323,Autumn,15.51,79.68,10.85,610.95,29,0.15,8.92,2023-09-21 11:00:00
6324,Autumn,19.57,50.07,9.16,179.08,15,0.14,7.97,2023-09-21 12:00:00
6325,Autumn,16.35,56.95,9.81,931.03,5,0.11,5.06,2023-09-21 13:00:00
6326,Autumn,13.81,74.35,10.25,749.14,14,0.12,11.13,2023-09-21 14:00:00
6327,Autumn,12.27,63.52,17.8,751.25,7,0.14,14.25,2023-09-21 15:00:00
6328,Autumn,18.62,46.63,5.59,313.35,21,0.08,6.69,2023-09-21 16:00:00
6329,Autumn,20.0,58.09,15.02,542.96,6,0.09,7.78,2023-09-21 17:00:00
6330,Autumn,18.08,70.73,3.29,167.55,23,0.11,8.61,2023-09-21 18:00:00
6331,Autumn,17.65,61.6,7.83,569.51,8,0.11,7.28,2023-09-21 19:00:00
6332,Autumn,11.92,66.21,19.02,355.47,24,0.08,6.79,2023-09-21 20:00:00
6333,Autumn,19.06,54.15,11.67,47.71,65,0.17,12.39,2023-09-21 21:00:00
6334,Autumn,17.66,69.44,11.97,396.42,153,0.23,10.6,2023-09-21 22:00:00
6335,Autumn,17.42,66.28,7.73,207.22,99,0.25,16.75,2023-09-21 23:00:00
6336,Autumn,19.76,56.67,5.52,442.93,154,0.18,13.27,2023-09-22 00:00:00
6337,Autumn,15.87,47.96,14.83,946.64,102,0.2,9.96,2023-09-22 01:00:00
6338,Autumn,14.6,53.47,1.61,29.88,169,0.26,10.07,2023-09-22 02:00:00
6339,Autumn,14.37,69.19,8.72,114.06,191,0.24,18.35,2023-09-22 03:00:00
6340,Autumn,16.07,40.28,3.31,260.25,172,0.28,14.97,2023-09-22 04:00:00
6341,Autumn,19.54,50.65,19.56,60.2,86,0.12,14.34,2023-09-22 05:00:00
6342,Autumn,16.61,52.76,14.36,867.91,92,0.2,12.16,2023-09-22 06:00:00
6343,Autumn,10.52,74.4,2.82,92.45,155,0.21,18.79,2023-09-22 07:00:00
6344,Autumn,15.41,73.47,16.78,982.09,12,0.22,3.99,2023-09-22 08:00:00
6345,Autumn,15.14,35.39,5.0,294.99,8,0.23,13.04,2023-09-22 09:00:00
6346,Autumn,14.26,36.45,6.64,1.71,5,0.08,6.43,2023-09-22 10:00:00
6347,Autumn,15.89,38.47,3.65,969.35,26,0.07,11.78,2023-09-22 11:00:00
6348,Autumn,13.11,78.33,8.28,87.42,19,0.14,16.02,2023-09-22 12:00:00
6349,Autumn,14.1,44.0,1.81,35.97,18,0.14,13.29,2023-09-22 13:00:00
6350,Autumn,14.37,60.11,17.04,862.36,8,0.06,6.87,2023-09-22 14:00:00
6351,Autumn,18.99,69.93,6.03,655.21,7,0.09,10.42,2023-09-22 15:00:00
6352,Autumn,18.76,68.86,4.88,333.0,6,0.14,6.35,2023-09-22 16:00:00
6353,Autumn,10.75,66.89,1.66,842.48,30,0.1,13.87,2023-09-22 17:00:00
6354,Autumn,18.8,65.09,13.47,246.25,18,0.09,16.28,2023-09-22 18:00:00
6355,Autumn,14.03,41.0,18.21,540.63,10,0.09,11.81,2023-09-22 19:00:00
6356,Autumn,14.45,75.45,4.86,241.42,19,0.06,7.3,2023-09-22 20:00:00
6357,Autumn,18.77,77.32,5.39,714.39,118,0.16,9.21,2023-09-22 21:00:00
6358,Autumn,13.4,43.09,2.31,416.29,157,0.28,17.81,2023-09-22 22:00:00
6359,Autumn,12.85,70.39,7.21,404.22,124,0.13,11.62,2023-09-22 23:00:00
6360,Autumn,16.32,65.99,3.03,869.91,54,0.12,8.54,2023-09-23 00:00:00
6361,Autumn,15.32,33.1,8.37,286.72,144,0.26,14.71,2023-09-23 01:00:00
6362,Autumn,14.66,44.29,0.41,821.77,126,0.24,14.82,2023-09-23 02:00:00
6363,Autumn,17.55,59.91,14.35,112.92,188,0.15,11.16,2023-09-23 03:00:00
6364,Autumn,18.36,31.65,14.2,351.3,153,0.27,11.32,2023-09-23 04:00:00
6365,Autumn,14.0,58.91,14.23,98.99,146,0.28,13.77,2023-09-23 05:00:00
6366,Autumn,13.62,32.43,12.89,815.72,196,0.14,16.87,2023-09-23 06:00:00
6367,Autumn,19.42,70.19,0.86,363.04,146,0.3,10.32,2023-09-23 07:00:00
6368,Autumn,11.67,53.74,13.06,530.9,12,0.14,14.99,2023-09-23 08:00:00
6369,Autumn,15.89,46.06,1.6,613.61,24,0.27,10.94,2023-09-23 09:00:00
6370,Autumn,14.88,37.87,10.21,384.22,10,0.1,6.24,2023-09-23 10:00:00
6371,Autumn,13.86,69.84,17.08,392.18,29,0.13,13.85,2023-09-23 11:00:00
6372,Autumn,11.72,49.7,4.0,707.0,30,0.06,10.34,2023-09-23 12:00:00
6373,Autumn,13.64,51.11,1.86,172.64,22,0.14,9.22,2023-09-23 13:00:00
