,Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh)
7756,11/20/2023 4:00,18.63,27.5,100.0,0.22
7757,11/20/2023 5:00,16.94,24.19,18.0,0.12
7758,11/20/2023 6:00,23.07,32.06,100.0,0.24
7759,11/20/2023 7:00,21.24,15.51,100.0,0.28
7760,11/20/2023 8:00,22.57,27.73,145.0,0.24
7761,11/20/2023 9:00,18.46,20.97,55.0,0.19
7762,11/20/2023 10:00,24.35,16.6,59.0,0.23
7763,11/20/2023 11:00,17.58,26.84,119.0,0.3
7764,11/20/2023 12:00,5.16,15.96,47.0,0.26
7765,11/20/2023 13:00,23.4,18.7,143.0,0.12
7766,11/20/2023 14:00,16.08,16.04,65.0,0.12
7767,11/20/2023 15:00,23.64,27.18,42.0,0.24
7768,11/20/2023 16:00,9.22,24.76,138.0,0.23
7769,11/20/2023 17:00,7.17,19.65,53.0,0.19
7770,11/20/2023 18:00,12.17,20.94,76.0,0.25
7771,11/20/2023 19:00,17.57,32.04,34.0,0.15
7772,11/20/2023 20:00,5.19,19.08,95.0,0.14
7773,11/20/2023 21:00,15.13,16.48,81.0,0.11
7774,11/20/2023 22:00,9.9,33.57,12.0,0.18
7775,11/20/2023 23:00,11.24,20.78,17.0,0.17
7776,11/21/2023 0:00,23.62,28.12,71.0,0.24
7777,11/21/2023 1:00,19.19,26.66,68.0,0.24
7778,11/21/2023 2:00,16.31,24.66,106.0,0.12
7779,11/21/2023 3:00,23.46,15.32,110.0,0.18
7780,11/21/2023 4:00,10.89,20.38,107.0,0.27
7781,11/21/2023 5:00,19.36,16.68,35.0,0.19
7782,11/21/2023 6:00,11.64,27.54,150.0,0.21
7783,11/21/2023 7:00,23.11,15.37,40.0,0.12
7784,11/21/2023 8:00,14.81,24.45,112.0,0.26
7785,11/21/2023 9:00,11.99,18.6,68.0,0.3
7786,11/21/2023 10:00,22.62,16.58,48.0,0.23
7787,11/21/2023 11:00,7.61,25.49,78.0,0.29
7788,11/21/2023 12:00,21.91,20.32,35.0,0.12
7789,11/21/2023 13:00,6.93,25.47,105.0,0.24
7790,11/21/2023 14:00,9.59,30.79,144.0,0.24
7791,11/21/2023 15:00,22.64,21.93,71.0,0.25
7792,11/21/2023 16:00,13.56,15.89,52.0,0.25
7793,11/21/2023 17:00,16.17,26.62,144.0,0.13
7794,11/21/2023 18:00,24.36,17.47,117.0,0.12
7795,11/21/2023 19:00,24.48,21.11,34.0,0.25
7796,11/21/2023 20:00,15.51,20.85,55.0,0.15
7797,11/21/2023 21:00,23.06,18.49,43.0,0.25
7798,11/21/2023 22:00,23.38,33.31,64.0,0.23
7799,11/21/2023 23:00,15.78,15.99,66.0,0.2
7800,11/22/2023 0:00,18.44,18.9,27.0,0.1
7801,11/22/2023 1:00,8.32,30.59,67.0,0.26
7802,11/22/2023 2:00,15.56,29.2,16.0,0.27
7803,11/22/2023 3:00,11.66,22.52,122.0,0.26
7804,11/22/2023 4:00,22.32,29.11,37.0,0.17
7805,11/22/2023 5:00,5.82,28.31,25.0,0.23
7806,11/22/2023 6:00,14.02,19.36,118.0,0.16
7807,11/22/2023 7:00,16.35,32.56,69.0,0.13
7808,11/22/2023 8:00,20.15,21.67,118.0,0.2
7809,11/22/2023 9:00,23.89,24.75,23.0,0.2
7810,11/22/2023 10:00,19.88,22.87,124.0,0.27
7811,11/22/2023 11:00,22.08,31.24,7.0,0.16
7812,11/22/2023 12:00,16.29,16.1,75.0,0.14
7813,11/22/2023 13:00,24.83,32.93,137.0,0.19
7814,11/22/2023 14:00,21.04,23.27,147.0,0.26
7815,11/22/2023 15:00,21.71,29.36,126.0,0.14
7816,11/22/2023 16:00,22.9,25.52,115.0,0.18
7817,11/22/2023 17:00,20.86,33.98,23.0,0.15
7818,11/22/2023 18:00,6.02,32.6,133.0,0.27
7819,11/22/2023 19:00,14.92,25.46,107.0,0.15
7820,11/22/2023 20:00,22.56,20.01,121.0,0.2
7821,11/22/2023 21:00,22.15,34.06,87.0,0.16
7822,11/22/2023 22:00,6.05,28.49,7.0,0.14
7823,11/22/2023 23:00,17.17,15.02,19.0,0.15
7824,11/23/2023 0:00,15.67,23.33,144.0,0.13
7825,11/23/2023 1:00,11.33,27.87,132.0,0.21
7826,11/23/2023 2:00,6.59,30.82,110.0,0.26
7827,11/23/2023 3:00,10.28,33.13,107.0,0.29
7828,11/23/2023 4:00,6.15,30.62,109.0,0.2
7829,11/23/2023 5:00,19.34,25.69,113.0,0.14
7830,11/23/2023 6:00,20.97,30.64,67.0,0.25
7831,11/23/2023 7:00,8.53,28.82,15.0,0.22
7832,11/23/2023 8:00,5.53,23.81,43.0,0.11
7833,11/23/2023 9:00,10.2,15.15,134.0,0.1
7834,11/23/2023 10:00,16.36,30.53,6.0,0.23
7835,11/23/2023 11:00,21.11,17.5,34.0,0.11
7836,11/23/2023 12:00,7.48,21.62,21.0,0.15
7837,11/23/2023 13:00,19.11,31.53,48.0,0.27
7838,11/23/2023 14:00,6.06,30.11,100.0,0.11
7839,11/23/2023 15:00,9.67,31.93,33.0,0.23
7840,11/23/2023 16:00,24.24,24.0,100.0,0.15
7841,11/23/2023 17:00,12.15,31.76,10.0,0.14
7842,11/23/2023 18:00,13.53,32.85,94.0,0.14
7843,11/23/2023 19:00,19.49,33.29,85.0,0.12
7844,11/23/2023 20:00,13.42,33.66,103.0,0.22
7845,11/23/2023 21:00,9.57,23.17,88.0,0.25
7846,11/23/2023 22:00,10.49,27.89,73.0,0.14
7847,11/23/2023 23:00,22.5,31.34,27.0,0.16
7848,11/24/2023 0:00,10.89,23.8,25.0,0.15
7849,11/24/2023 1:00,16.43,32.21,33.0,0.26
7850,11/24/2023 2:00,24.48,34.14,142.0,0.17
7851,11/24/2023 3:00,12.97,32.95,115.0,0.12
7852,11/24/2023 4:00,11.38,22.37,36.0,0.1
7853,11/24/2023 5:00,17.82,29.69,43.0,0.2
7854,11/24/2023 6:00,20.57,33.84,29.0,0.24
7855,11/24/2023 7:00,11.9,22.29,149.0,0.24
7856,11/24/2023 8:00,17.63,19.89,78.0,0.17
7857,11/24/2023 9:00,10.37,21.99,61.0,0.11
7858,11/24/2023 10:00,19.35,23.26,95.0,0.13
7859,11/24/2023 11:00,11.35,27.14,53.0,0.28
7860,11/24/2023 12:00,5.53,21.08,121.0,0.25
7861,11/24/2023 13:00,16.39,24.6,82.0,0.14
7862,11/24/2023 14:00,19.34,21.57,59.0,0.11
7863,11/24/2023 15:00,22.0,22.62,108.0,0.2
7864,11/24/2023 16:00,9.64,18.38,126.0,0.21
7865,11/24/2023 17:00,16.97,30.66,116.0,0.29
7866,11/24/2023 18:00,10.31,31.61,58.0,0.24
7867,11/24/2023 19:00,8.69,16.32,30.0,0.22
7868,11/24/2023 20:00,24.64,25.14,119.0,0.28
7869,11/24/2023 21:00,21.84,16.65,6.0,0.25
7870,11/24/2023 22:00,16.26,17.4,42.0,0.14
7871,11/24/2023 23:00,16.17,28.12,77.0,0.22
7872,11/25/2023 0:00,24.01,16.94,113.0,0.14
7873,11/25/2023 1:00,15.91,30.84,88.0,0.25
7874,11/25/2023 2:00,19.22,22.56,102.0,0.28
7875,11/25/2023 3:00,7.25,19.33,25.0,0.16
7876,11/25/2023 4:00,15.01,23.88,101.0,0.3
7877,11/25/2023 5:00,16.01,34.0,5.0,0.23
7878,11/25/2023 6:00,15.3,34.4,93.0,0.22
7879,11/25/2023 7:00,11.98,17.19,11.0,0.22
7880,11/25/2023 8:00,23.68,16.54,118.0,0.14
7881,11/25/2023 9:00,5.96,33.0,31.0,0.13
7882,11/25/2023 10:00,18.59,18.93,58.0,0.28
7883,11/25/2023 11:00,6.59,30.33,63.0,0.21
7884,11/25/2023 12:00,6.47,32.26,87.0,0.27
7885,11/25/2023 13:00,21.98,16.61,45.0,0.24
7886,11/25/2023 14:00,14.14,19.86,75.0,0.19
7887,11/25/2023 15:00,6.4,25.71,100.0,0.16
7888,11/25/2023 16:00,7.41,18.52,12.0,0.18
7889,11/25/2023 17:00,17.34,26.38,32.0,0.11
7890,11/25/2023 18:00,16.33,19.87,64.0,0.26
7891,11/25/2023 19:00,9.32,17.13,26.0,0.29
7892,11/25/2023 20:00,9.87,22.8,64.0,0.1
7893,11/25/2023 21:00,13.68,20.79,111.0,0.16
7894,11/25/2023 22:00,10.98,17.37,140.0,0.12
7895,11/25/2023 23:00,6.34,19.36,150.0,0.22
7896,11/26/2023 0:00,19.81,27.56,124.0,0.22
7897,11/26/2023 1:00,23.63,20.25,117.0,0.17
7898,11/26/2023 2:00,12.49,24.87,57.0,0.24
7899,11/26/2023 3:00,9.01,24.25,59.0,0.28
7900,11/26/2023 4:00,24.87,22.24,58.0,0.14
7901,11/26/2023 5:00,15.26,34.58,143.0,0.23
7902,11/26/2023 6:00,19.39,25.41,115.0,0.11
7903,11/26/2023 7:00,21.43,15.98,99.0,0.17
7904,11/26/2023 8:00,14.35,26.89,116.0,0.18
7905,11/26/2023 9:00,22.66,32.99,86.0,0.13
7906,11/26/2023 10:00,14.63,18.61,104.0,0.12
7907,11/26/2023 11:00,7.07,24.44,29.0,0.25
7908,11/26/2023 12:00,14.07,18.15,75.0,0.17
7909,11/26/2023 13:00,20.95,32.57,114.0,0.18
7910,11/26/2023 14:00,23.82,26.14,125.0,0.15
7911,11/26/2023 15:00,11.77,23.44,106.0,0.2
7912,11/26/2023 16:00,16.86,34.99,103.0,0.12
7913,11/26/2023 17:00,15.6,28.03,86.0,0.24
7914,11/26/2023 18:00,6.83,21.63,76.0,0.18
7915,11/26/2023 19:00,13.84,15.47,6.0,0.29
7916,11/26/2023 20:00,13.52,22.45,15.0,0.13
7917,11/26/2023 21:00,7.52,26.9,77.0,0.27
7918,11/26/2023 22:00,12.66,29.9,87.0,0.17
7919,11/26/2023 23:00,7.86,19.64,115.0,0.29
7920,11/27/2023 0:00,8.83,30.69,10.0,0.16
7921,11/27/2023 1:00,21.85,24.78,43.0,0.26
7922,11/27/2023 2:00,9.4,31.36,65.0,0.25
7923,11/27/2023 3:00,16.62,34.45,106.0,0.24
7924,11/27/2023 4:00,20.81,17.6,26.0,0.13
7925,11/27/2023 5:00,12.59,30.42,33.0,0.28
7926,11/27/2023 6:00,11.87,32.8,94.0,0.11
7927,11/27/2023 7:00,8.36,17.43,38.0,0.24
7928,11/27/2023 8:00,19.22,22.23,116.0,0.1
7929,11/27/2023 9:00,17.43,17.54,20.0,0.1
7930,11/27/2023 10:00,24.26,31.84,82.0,0.24
7931,11/27/2023 11:00,5.24,21.57,10.0,0.2
7932,11/27/2023 12:00,14.61,18.19,140.0,0.13
7933,11/27/2023 13:00,18.97,32.68,74.0,0.2
7934,11/27/2023 14:00,12.65,23.95,27.0,0.23
7935,11/27/2023 15:00,21.33,20.63,96.0,0.1
7936,11/27/2023 16:00,21.07,34.54,145.0,0.25
7937,11/27/2023 17:00,20.44,31.78,78.0,0.16
7938,11/27/2023 18:00,11.88,20.13,103.0,0.22
7939,11/27/2023 19:00,9.61,29.99,103.0,0.14
7940,11/27/2023 20:00,8.3,16.92,144.0,0.15
7941,11/27/2023 21:00,16.3,32.08,134.0,0.21
7942,11/27/2023 22:00,6.14,17.97,60.0,0.19
7943,11/27/2023 23:00,24.96,21.74,25.0,0.11
7944,11/28/2023 0:00,22.3,15.7,97.0,0.19
7945,11/28/2023 1:00,8.17,27.48,6.0,0.21
7946,11/28/2023 2:00,15.57,26.05,31.0,0.18
7947,11/28/2023 3:00,10.48,22.66,47.0,0.26
7948,11/28/2023 4:00,22.15,24.27,147.0,0.15
7949,11/28/2023 5:00,6.7,17.57,20.0,0.12
7950,11/28/2023 6:00,15.63,15.28,124.0,0.14
7951,11/28/2023 7:00,15.8,21.5,99.0,0.1
7952,11/28/2023 8:00,8.6,29.5,82.0,0.26
7953,11/28/2023 9:00,5.05,26.36,52.0,0.1
7954,11/28/2023 10:00,22.98,25.44,116.0,0.1
7955,11/28/2023 11:00,22.25,30.12,60.0,0.17
7956,11/28/2023 12:00,15.97,21.1,19.0,0.12
7957,11/28/2023 13:00,17.21,27.23,59.0,0.1
7958,11/28/2023 14:00,15.32,18.88,74.0,0.16
7959,11/28/2023 15:00,19.27,30.53,30.0,0.13
7960,11/28/2023 16:00,13.06,31.25,98.0,0.22
7961,11/28/2023 17:00,15.18,34.23,102.0,0.21
7962,11/28/2023 18:00,11.43,21.21,110.0,0.22
7963,11/28/2023 19:00,18.81,25.02,96.0,0.13
7964,11/28/2023 20:00,7.21,32.7,124.0,0.15
7965,11/28/2023 21:00,16.52,16.97,14.0,0.21
7966,11/28/2023 22:00,19.37,15.76,78.0,0.1
7967,11/28/2023 23:00,18.09,19.25,27.0,0.11
7968,11/29/2023 0:00,9.24,23.24,37.0,0.2
7969,11/29/2023 1:00,11.91,18.24,147.0,0.22
7970,11/29/2023 2:00,14.56,26.04,107.0,0.29
7971,11/29/2023 3:00,21.26,34.04,136.0,0.18
7972,11/29/2023 4:00,23.9,18.41,79.0,0.18
7973,11/29/2023 5:00,8.25,20.81,37.0,0.16
7974,11/29/2023 6:00,18.21,16.86,113.0,0.19
7975,11/29/2023 7:00,5.07,18.24,17.0,0.25
7976,11/29/2023 8:00,16.36,15.33,111.0,0.18
7977,11/29/2023 9:00,7.31,34.28,141.0,0.19
7978,11/29/2023 10:00,12.57,27.11,57.0,0.23
7979,11/29/2023 11:00,14.75,22.44,75.0,0.28
7980,11/29/2023 12:00,18.16,20.31,68.0,0.26
7981,11/29/2023 13:00,23.97,33.91,138.0,0.19
7982,11/29/2023 14:00,23.96,31.09,40.0,0.3
7983,11/29/2023 15:00,9.75,17.98,132.0,0.1
7984,11/29/2023 16:00,21.34,33.79,57.0,0.11
7985,11/29/2023 17:00,23.11,15.85,8.0,0.22
7986,11/29/2023 18:00,23.12,27.85,7.0,0.13
7987,11/29/2023 19:00,24.3,25.57,12.0,0.23
7988,11/29/2023 20:00,15.8,17.85,82.0,0.1
7989,11/29/2023 21:00,13.58,31.42,125.0,0.11
7990,11/29/2023 22:00,24.6,32.61,132.0,0.16
7991,11/29/2023 23:00,11.09,20.59,124.0,0.13
7992,11/30/2023 0:00,17.44,26.1,48.0,0.29
7993,11/30/2023 1:00,10.44,21.45,113.0,0.25
7994,11/30/2023 2:00,13.51,31.25,95.0,0.18
7995,11/30/2023 3:00,5.58,23.38,139.0,0.3
7996,11/30/2023 4:00,13.9,18.61,17.0,0.26
7997,11/30/2023 5:00,22.64,32.0,33.0,0.11
7998,11/30/2023 6:00,16.68,21.78,119.0,0.25
7999,11/30/2023 7:00,12.7,24.35,39.0,0.15
8000,11/30/2023 8:00,19.08,22.21,149.0,0.21
8001,11/30/2023 9:00,23.03,29.26,139.0,0.16
8002,11/30/2023 10:00,10.62,16.04,16.0,0.15
8003,11/30/2023 11:00,12.71,28.87,149.0,0.2
8004,11/30/2023 12:00,7.33,16.96,37.0,0.14
8005,11/30/2023 13:00,15.43,26.19,66.0,0.16
8006,11/30/2023 14:00,18.09,30.94,61.0,0.29
8007,11/30/2023 15:00,11.84,25.24,33.0,0.12
8008,11/30/2023 16:00,22.82,16.29,5.0,0.25
8009,11/30/2023 17:00,7.56,15.87,54.0,0.27
8010,11/30/2023 18:00,13.81,23.73,119.0,0.16
8011,11/30/2023 19:00,24.14,34.98,48.0,0.12
8012,11/30/2023 20:00,15.81,18.22,126.0,0.22
8013,11/30/2023 21:00,19.42,33.92,145.0,0.28
8014,11/30/2023 22:00,23.92,16.82,107.0,0.16
8015,11/30/2023 23:00,10.1,20.25,55.0,0.26
8016,12/1/2023 0:00,23.69,26.43,135.0,0.22
8017,12/1/2023 1:00,24.09,28.7,137.0,0.27
8018,12/1/2023 2:00,14.08,21.78,140.0,0.12
8019,12/1/2023 3:00,10.16,33.93,135.0,0.16
8020,12/1/2023 4:00,17.46,27.74,71.0,0.16
8021,12/1/2023 5:00,8.25,25.5,43.0,0.16
8022,12/1/2023 6:00,9.63,15.66,41.0,0.15
8023,12/1/2023 7:00,19.71,26.27,42.0,0.15
8024,12/1/2023 8:00,20.08,25.7,37.0,0.18
8025,12/1/2023 9:00,17.58,18.82,49.0,0.17
8026,12/1/2023 10:00,10.05,18.74,105.0,0.1
8027,12/1/2023 11:00,18.03,33.81,124.0,0.18
8028,12/1/2023 12:00,19.98,24.41,134.0,0.27
8029,12/1/2023 13:00,7.69,34.81,17.0,0.24
8030,12/1/2023 14:00,5.84,32.77,19.0,0.15
8031,12/1/2023 15:00,21.16,25.71,83.0,0.23
8032,12/1/2023 16:00,13.11,22.81,150.0,0.26
8033,12/1/2023 17:00,23.2,33.35,147.0,0.25
8034,12/1/2023 18:00,11.78,34.48,113.0,0.12
8035,12/1/2023 19:00,11.85,28.27,22.0,0.29
8036,12/1/2023 20:00,9.6,19.57,39.0,0.23
8037,12/1/2023 21:00,5.12,21.28,52.0,0.24
8038,12/1/2023 22:00,17.13,15.59,133.0,0.14
8039,12/1/2023 23:00,18.13,33.08,124.0,0.16
8040,12/2/2023 0:00,5.7,27.61,77.0,0.25
8041,12/2/2023 1:00,21.4,19.54,20.0,0.27
8042,12/2/2023 2:00,17.29,26.5,103.0,0.28
8043,12/2/2023 3:00,20.33,17.77,110.0,0.26
8044,12/2/2023 4:00,14.66,22.89,59.0,0.26
8045,12/2/2023 5:00,20.09,17.25,89.0,0.26
8046,12/2/2023 6:00,6.54,16.53,89.0,0.22
8047,12/2/2023 7:00,6.72,32.36,119.0,0.18
8048,12/2/2023 8:00,17.57,31.89,94.0,0.27
8049,12/2/2023 9:00,9.85,32.41,79.0,0.18
8050,12/2/2023 10:00,11.91,25.97,80.0,0.29
8051,12/2/2023 11:00,12.74,16.82,133.0,0.11
8052,12/2/2023 12:00,7.9,22.82,83.0,0.12
8053,12/2/2023 13:00,21.32,15.77,121.0,0.23
8054,12/2/2023 14:00,19.58,24.65,103.0,0.18
8055,12/2/2023 15:00,11.38,28.69,5.0,0.1
8056,12/2/2023 16:00,17.52,25.34,73.0,0.12
8057,12/2/2023 17:00,10.02,15.27,25.0,0.13
8058,12/2/2023 18:00,6.07,17.98,88.0,0.11
8059,12/2/2023 19:00,16.86,31.51,123.0,0.19
8060,12/2/2023 20:00,18.89,31.86,62.0,0.25
8061,12/2/2023 21:00,6.63,17.24,141.0,0.27
8062,12/2/2023 22:00,18.81,27.58,121.0,0.24
8063,12/2/2023 23:00,16.8,17.04,100.0,0.22
8064,12/3/2023 0:00,8.71,30.48,111.0,0.29
8065,12/3/2023 1:00,8.57,20.68,69.0,0.2
8066,12/3/2023 2:00,19.98,21.71,143.0,0.29
8067,12/3/2023 3:00,20.93,33.89,10.0,0.15
8068,12/3/2023 4:00,17.88,27.84,133.0,0.24
8069,12/3/2023 5:00,20.35,29.96,32.0,0.14
8070,12/3/2023 6:00,14.31,22.89,147.0,0.19
8071,12/3/2023 7:00,20.82,24.78,118.0,0.2
8072,12/3/2023 8:00,6.73,29.1,142.0,0.22
8073,12/3/2023 9:00,5.85,32.39,39.0,0.29
8074,12/3/2023 10:00,18.39,24.55,12.0,0.13
8075,12/3/2023 11:00,7.86,17.82,84.0,0.11
8076,12/3/2023 12:00,13.46,20.2,73.0,0.25
8077,12/3/2023 13:00,11.32,26.74,133.0,0.17
8078,12/3/2023 14:00,8.52,28.88,41.0,0.23
8079,12/3/2023 15:00,15.26,32.52,51.0,0.18
8080,12/3/2023 16:00,8.69,25.59,150.0,0.11
8081,12/3/2023 17:00,14.71,31.92,23.0,0.15
8082,12/3/2023 18:00,21.0,30.06,38.0,0.19
8083,12/3/2023 19:00,21.72,15.79,119.0,0.26
8084,12/3/2023 20:00,8.7,15.29,95.0,0.26
8085,12/3/2023 21:00,13.07,21.58,61.0,0.24
8086,12/3/2023 22:00,23.71,28.29,76.0,0.26
8087,12/3/2023 23:00,7.31,18.42,140.0,0.18
8088,12/4/2023 0:00,9.9,27.29,69.0,0.16
8089,12/4/2023 1:00,11.61,23.16,16.0,0.21
8090,12/4/2023 2:00,8.17,31.64,76.0,0.24
8091,12/4/2023 3:00,22.17,26.99,124.0,0.29
8092,12/4/2023 4:00,15.42,32.32,113.0,0.18
8093,12/4/2023 5:00,15.17,33.85,22.0,0.16
8094,12/4/2023 6:00,6.61,23.88,140.0,0.23
8095,12/4/2023 7:00,20.28,25.06,54.0,0.24
8096,12/4/2023 8:00,10.66,18.15,149.0,0.17
8097,12/4/2023 9:00,22.0,16.78,21.0,0.23
8098,12/4/2023 10:00,15.02,22.05,116.0,0.19
8099,12/4/2023 11:00,15.88,21.94,122.0,0.26
8100,12/4/2023 12:00,17.63,29.71,55.0,0.24
8101,12/4/2023 13:00,18.96,20.97,147.0,0.17
8102,12/4/2023 14:00,12.47,16.53,123.0,0.14
8103,12/4/2023 15:00,11.37,33.5,143.0,0.18
8104,12/4/2023 16:00,23.77,33.73,88.0,0.22
8105,12/4/2023 17:00,17.67,15.49,123.0,0.13
8106,12/4/2023 18:00,8.82,27.17,38.0,0.1
8107,12/4/2023 19:00,16.94,15.09,84.0,0.29
8108,12/4/2023 20:00,23.54,17.17,108.0,0.11
8109,12/4/2023 21:00,6.28,32.53,12.0,0.28
8110,12/4/2023 22:00,15.72,22.8,140.0,0.13
8111,12/4/2023 23:00,6.24,25.55,84.0,0.2
8112,12/5/2023 0:00,23.24,29.96,20.0,0.14
8113,12/5/2023 1:00,12.4,20.17,147.0,0.16
8114,12/5/2023 2:00,5.18,27.57,51.0,0.25
8115,12/5/2023 3:00,11.26,33.47,95.0,0.13
8116,12/5/2023 4:00,11.2,28.32,140.0,0.25
8117,12/5/2023 5:00,7.54,24.57,75.0,0.12
8118,12/5/2023 6:00,21.83,23.34,147.0,0.11
8119,12/5/2023 7:00,7.87,17.19,22.0,0.29
8120,12/5/2023 8:00,16.01,20.93,73.0,0.14
8121,12/5/2023 9:00,22.3,31.0,138.0,0.1
8122,12/5/2023 10:00,14.68,17.09,38.0,0.23
8123,12/5/2023 11:00,14.31,16.92,143.0,0.28
8124,12/5/2023 12:00,17.81,33.21,145.0,0.24
8125,12/5/2023 13:00,24.22,18.24,109.0,0.2
8126,12/5/2023 14:00,5.81,32.89,92.0,0.1
8127,12/5/2023 15:00,14.55,33.17,149.0,0.27
8128,12/5/2023 16:00,12.94,32.17,104.0,0.22
8129,12/5/2023 17:00,11.75,19.48,92.0,0.18
8130,12/5/2023 18:00,21.62,25.77,67.0,0.19
8131,12/5/2023 19:00,19.52,15.67,107.0,0.22
8132,12/5/2023 20:00,8.44,34.08,92.0,0.21
8133,12/5/2023 21:00,23.55,29.76,130.0,0.26
8134,12/5/2023 22:00,7.12,22.8,24.0,0.17
8135,12/5/2023 23:00,14.46,33.9,147.0,0.22
8136,12/6/2023 0:00,7.58,15.1,128.0,0.3
8137,12/6/2023 1:00,6.65,28.67,14.0,0.12
8138,12/6/2023 2:00,19.45,18.69,51.0,0.22
8139,12/6/2023 3:00,10.01,25.43,130.0,0.14
8140,12/6/2023 4:00,10.39,33.54,51.0,0.16
8141,12/6/2023 5:00,13.61,27.18,45.0,0.16
8142,12/6/2023 6:00,23.83,15.36,127.0,0.15
8143,12/6/2023 7:00,11.18,27.53,113.0,0.2
8144,12/6/2023 8:00,17.75,27.92,37.0,0.11
8145,12/6/2023 9:00,18.62,30.09,59.0,0.2
8146,12/6/2023 10:00,5.48,25.58,24.0,0.16
8147,12/6/2023 11:00,19.07,24.94,39.0,0.24
8148,12/6/2023 12:00,6.91,34.54,110.0,0.11
8149,12/6/2023 13:00,13.9,15.91,126.0,0.15
8150,12/6/2023 14:00,20.16,21.44,5.0,0.24
8151,12/6/2023 15:00,14.69,25.73,115.0,0.15
8152,12/6/2023 16:00,17.5,27.1,94.0,0.24
8153,12/6/2023 17:00,5.48,15.86,13.0,0.16
8154,12/6/2023 18:00,6.31,32.17,83.0,0.19
8155,12/6/2023 19:00,17.93,31.2,10.0,0.12
8156,12/6/2023 20:00,17.69,32.84,8.0,0.2
8157,12/6/2023 21:00,14.83,23.45,142.0,0.15
8158,12/6/2023 22:00,15.98,17.43,97.0,0.13
8159,12/6/2023 23:00,22.55,24.03,11.0,0.13
8160,12/7/2023 0:00,18.36,18.14,72.0,0.28
8161,12/7/2023 1:00,9.57,26.39,6.0,0.26
8162,12/7/2023 2:00,23.6,25.86,93.0,0.21
8163,12/7/2023 3:00,16.01,21.72,145.0,0.12
8164,12/7/2023 4:00,6.64,15.87,124.0,0.3
8165,12/7/2023 5:00,17.29,15.2,22.0,0.24
8166,12/7/2023 6:00,23.91,30.8,140.0,0.27
8167,12/7/2023 7:00,13.96,18.63,134.0,0.13
8168,12/7/2023 8:00,19.11,21.29,67.0,0.18
8169,12/7/2023 9:00,18.42,19.63,54.0,0.29
8170,12/7/2023 10:00,9.92,27.93,141.0,0.15
8171,12/7/2023 11:00,17.9,20.18,10.0,0.2
8172,12/7/2023 12:00,21.44,24.1,144.0,0.28
8173,12/7/2023 13:00,6.86,15.3,76.0,0.28
8174,12/7/2023 14:00,23.79,22.4,130.0,0.14
8175,12/7/2023 15:00,24.45,30.48,73.0,0.14
8176,12/7/2023 16:00,12.29,31.86,20.0,0.2
8177,12/7/2023 17:00,21.22,22.33,82.0,0.17
8178,12/7/2023 18:00,21.28,27.47,112.0,0.12
8179,12/7/2023 19:00,9.67,19.2,55.0,0.15
8180,12/7/2023 20:00,23.52,30.34,83.0,0.25
8181,12/7/2023 21:00,15.31,20.05,52.0,0.28
8182,12/7/2023 22:00,6.68,16.19,122.0,0.25
8183,12/7/2023 23:00,23.22,21.08,93.0,0.29
8184,12/8/2023 0:00,15.42,26.08,146.0,0.22
8185,12/8/2023 1:00,15.93,28.91,113.0,0.28
8186,12/8/2023 2:00,20.65,23.54,75.0,0.12
8187,12/8/2023 3:00,22.72,20.93,115.0,0.21
8188,12/8/2023 4:00,13.74,19.69,132.0,0.25
8189,12/8/2023 5:00,18.16,16.97,13.0,0.14
8190,12/8/2023 6:00,24.18,33.99,49.0,0.21
8191,12/8/2023 7:00,21.68,34.89,121.0,0.25
8192,12/8/2023 8:00,5.22,22.0,138.0,0.21
8193,12/8/2023 9:00,13.12,23.68,66.0,0.16
8194,12/8/2023 10:00,10.32,20.39,72.0,0.21
8195,12/8/2023 11:00,24.78,30.96,79.0,0.28
8196,12/8/2023 12:00,20.57,15.2,26.0,0.22
8197,12/8/2023 13:00,18.81,18.29,8.0,0.14
8198,12/8/2023 14:00,19.37,22.91,149.0,0.21
8199,12/8/2023 15:00,15.23,21.02,72.0,0.3
8200,12/8/2023 16:00,15.56,33.74,143.0,0.22
8201,12/8/2023 17:00,6.17,33.35,44.0,0.22
8202,12/8/2023 18:00,18.57,19.17,106.0,0.24
8203,12/8/2023 19:00,5.35,26.14,53.0,0.16
8204,12/8/2023 20:00,23.09,19.07,38.0,0.15
8205,12/8/2023 21:00,11.95,29.24,139.0,0.28
8206,12/8/2023 22:00,10.22,25.76,83.0,0.19
8207,12/8/2023 23:00,10.15,33.97,148.0,0.25
8208,12/9/2023 0:00,5.09,24.82,81.0,0.11
8209,12/9/2023 1:00,11.24,22.16,108.0,0.16
8210,12/9/2023 2:00,23.43,26.31,131.0,0.13
8211,12/9/2023 3:00,22.69,29.14,19.0,0.12
8212,12/9/2023 4:00,5.5,25.29,44.0,0.2
8213,12/9/2023 5:00,20.82,30.11,46.0,0.2
8214,12/9/2023 6:00,9.23,27.84,54.0,0.17
8215,12/9/2023 7:00,15.9,26.69,139.0,0.21
8216,12/9/2023 8:00,12.22,21.61,143.0,0.12
8217,12/9/2023 9:00,7.25,34.73,126.0,0.12
8218,12/9/2023 10:00,10.73,25.27,92.0,0.29
8219,12/9/2023 11:00,13.33,30.37,25.0,0.28
8220,12/9/2023 12:00,6.27,32.2,33.0,0.12
